"Dummy ID","Parent/Guardian 1","Parent/Guradian 2"
"3.0253927E7","Graduated from college/university","Graduated from college/university"
"3.018972E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.0141373E7","Graduate school","Graduate school"
"3.0325531E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.0245997E7","Graduated from college/university","Some college/university"
"3.0220673E7","Graduated from college/university","Graduated from college/university"
"3.0139748E7","Graduated from college/university","Graduated from college/university"
"3.0382809E7","Graduated from college/university","Graduate school"
"3.0204319E7","Graduate school","Graduate school"
"2.9362231E7","Graduated from college/university","Graduate school"
"3.012407E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0185482E7","Graduate school","Graduated from college/university"
"3.0497482E7","Some high/secondary school","Some college/university"
"3.0393573E7","Graduated from college/university","Graduated from college/university"
"3.0472405E7","Graduate school","Graduated from college/university"
"3.012979E7","Graduate school","Graduated from college/university"
"3.0289443E7","Graduated from college/university","Graduated from college/university"
"3.019934E7","Some college/university","Graduated from college/university"
"3.0497404E7","Graduated from college/university","Graduated from college/university"
"3.0389699E7","Graduate school","Graduated from college/university"
"3.0392702E7","Graduated from college/university","Graduated from college/university"
"3.0363855E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0101294E7","Graduated from college/university","Graduate school"
"2.9962012E7","Graduated from college/university","Graduated from college/university"
"3.0168153E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0132663E7","Graduated from college/university","Graduated from college/university"
"3.0500251E7","Some trade school","Graduated from college/university"
"3.014903E7","Graduated from college/university",""
"3.0533856E7","Graduated from high/secondary school (or equivalent)","Completed grade/primary school"
"3.0297087E7","Some college/university","Graduated trade school"
"3.0159001E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0523638E7","Some high/secondary school","Some high/secondary school"
"3.0427529E7","Graduated from college/university","Graduated from college/university"
"3.0385929E7","Some high/secondary school","Completed grade/primary school"
"3.0292706E7","Graduated from college/university","Graduated from college/university"
"3.0350361E7","Graduated from college/university","Graduated from college/university"
"3.029203E7","Graduated from college/university","Graduated from college/university"
"3.0248571E7","Graduated from college/university","Graduated from college/university"
"3.0514902E7","Some college/university","Some college/university"
"3.0371369E7","Graduated from college/university","Graduated from college/university"
"3.030659E7","Graduated from college/university","Graduated from college/university"
"3.0182518E7","Graduate school","Graduate school"
"3.0094092E7","Graduate school","Graduate school"
"3.0298608E7","Graduated from college/university","Graduate school"
"3.0076087E7","Graduated from college/university","Graduated trade school"
"3.033532E7","Graduated from high/secondary school (or equivalent)","Graduate school"
"3.0447965E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0451774E7","Some college/university","Some trade school"
"3.0290028E7","Graduated from college/university","Some college/university"
"3.0203123E7","Graduated from college/university","Graduated from college/university"
"3.0317588E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0096562E7","Graduated from college/university","Graduate school"
"3.0126696E7","Graduated from college/university","Graduated from college/university"
"3.0394041E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.042866E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.0146352E7","Graduate school","Graduate school"
"3.0499029E7","Some high/secondary school","Graduated from high/secondary school (or equivalent)"
"3.0226354E7","Graduate school","Graduate school"
"3.0108041E7","Graduate school","Graduated from college/university"
"3.0283515E7","Graduate school","Graduated from college/university"
"3.0199548E7","Graduate school","Graduate school"
"3.0307851E7","Graduated trade school","Graduated from high/secondary school (or equivalent)"
"3.0107066E7","Graduated from college/university","Graduated from college/university"
"3.0230449E7","Graduate school","Graduate school"
"3.0344069E7","Graduate school","Graduate school"
"3.0150967E7","Graduate school","Graduate school"
"3.0330484E7","Graduated from college/university","Graduated from college/university"
"3.0292797E7","Graduated from college/university","Graduated from college/university"
"3.0221518E7","Graduated from college/university","Graduate school"
"3.0298452E7","Graduated from college/university","Graduated from college/university"
"3.0254811E7","Some trade school","Graduated from college/university"
"3.0076152E7","Graduate school","Graduate school"
"3.0201498E7","Graduate school","Graduate school"
"3.0118129E7","Graduate school","Graduated from college/university"
"3.0155348E7","Graduate school","Graduate school"
"3.0288572E7","Graduated from college/university","Graduated from college/university"
"3.012264E7","Graduated from high/secondary school (or equivalent)","Graduate school"
"3.0151461E7","Graduate school","Some college/university"
"3.0315989E7","Graduate school","Graduated from college/university"
"3.0107352E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.0304991E7","Graduate school","Graduate school"
"3.0370823E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0482337E7","Graduated from college/university","Graduate school"
"3.0403453E7","Graduate school","Graduate school"
"3.0076451E7","Graduated from college/university","Graduated from college/university"
"3.0177201E7","Graduated from college/university","Graduate school"
"3.0355704E7","Graduated from college/university","Graduated from college/university"
"3.0281305E7","Graduated from college/university","Some college/university"
"3.0094339E7","Graduate school","Graduate school"
"3.0505113E7","Graduate school","Graduated from college/university"
"3.0370381E7","Graduated from college/university","Graduate school"
"3.0439242E7","Graduate school","Graduate school"
"3.017516E7","Graduate school","Graduated trade school"
"3.0263235E7","Graduate school","Graduate school"
"3.0076516E7","Graduated from college/university","Graduated from college/university"
"3.0186808E7","Graduated from college/university","Graduated from college/university"
"3.0274129E7","Graduated from college/university","Graduated from college/university"
"2.9958034E7","Graduated from college/university","Graduated from college/university"
"3.0107443E7","Graduated from college/university","Graduated from college/university"
"3.0402621E7","Some college/university","Some college/university"
"3.0195726E7","Some college/university","Some college/university"
"3.0241421E7","Graduate school","Graduated from college/university"
"3.0370485E7","Graduated from college/university","Graduated from college/university"
"3.0290743E7","Graduated trade school","Graduated from high/secondary school (or equivalent)"
"3.0186665E7","Graduated from college/university","Graduate school"
"3.0148536E7","Graduate school","Graduated from high/secondary school (or equivalent)"
"3.0194972E7","Graduated from college/university","Graduate school"
"3.0215629E7","Graduated from college/university","Graduated from college/university"
"3.0202928E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0274363E7","Graduated from high/secondary school (or equivalent)","Graduate school"
"3.0140801E7","Graduated from college/university","Graduated from college/university"
"3.0250937E7","Graduate school","Graduated from college/university"
"3.011614E7","Some trade school","Some trade school"
"3.0206243E7","Some college/university","Graduated from college/university"
"3.0189564E7","Graduate school","Graduated from college/university"
"3.0210169E7","Graduate school","Some college/university"
"3.0278029E7","Graduated from college/university","Graduated from college/university"
"3.0183766E7","Graduated from college/university","Graduated from college/university"
"3.0407145E7","Graduate school","Graduate school"
"3.0591914E7","",""
"2.9963624E7","Graduated from high/secondary school (or equivalent)","Some college/university"
"3.0395445E7","Graduate school","Graduate school"
"3.0306785E7","Graduated from college/university","Graduated from college/university"
"3.0377622E7","Graduated from college/university","Graduate school"
"3.0202252E7","Some college/university","Graduated from college/university"
"3.0207504E7","Graduated from high/secondary school (or equivalent)","Graduate school"
"3.0363881E7","Graduated from college/university","Graduated from college/university"
"3.022027E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0284542E7","Graduated from college/university","Graduated from college/university"
"3.0318953E7","Some trade school","Graduate school"
"3.0205957E7","Graduate school",""
"3.0168699E7","Graduated from college/university","Graduate school"
"3.0305524E7","Graduate school","Some trade school"
"3.0452281E7","Graduated from college/university","Graduated from college/university"
"3.0402114E7","Graduated from college/university","Some college/university"
"3.0175836E7","Some college/university","Some college/university"
"3.0203656E7","Graduated from college/university","Graduated from college/university"
"3.0260401E7","Graduated from college/university","Graduated from college/university"
"3.0135289E7","Graduated from college/university","Graduated from college/university"
"3.0279251E7","Graduated from college/university","Graduate school"
"3.0366949E7","Graduated from college/university","Graduated trade school"
"3.0311907E7","Some trade school","Some college/university"
"3.0360202E7","Some college/university","Graduated from high/secondary school (or equivalent)"
"3.0109614E7","Graduate school","Graduated from high/secondary school (or equivalent)"
"3.0392442E7","Graduate school","Graduate school"
"3.0256306E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.022612E7","Graduated from college/university","Graduated from college/university"
"3.0220985E7","Graduated from college/university","Graduated from college/university"
"3.0358278E7","Graduated from college/university","Graduated from college/university"
"3.0423096E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0169622E7","Graduate school","Graduated from college/university"
"3.0109523E7","Graduate school","Graduated from college/university"
"3.0182687E7","Graduate school","Graduate school"
"3.0212652E7","Graduate school","Graduated from college/university"
"2.9938638E7","Graduate school","Graduate school"
"3.0162342E7","Graduate school","Graduated from college/university"
"3.0210585E7","Graduate school","Graduate school"
"3.0469519E7","Some college/university",""
"2.9963962E7","Graduate school","Graduate school"
"3.0241551E7","Graduated from college/university","Graduate school"
"3.0241252E7","Graduate school","Graduated from college/university"
"3.0296216E7","Some trade school","Some trade school"
"3.0384421E7","Graduated from college/university","Graduate school"
"3.0179424E7","Graduated from college/university","Graduate school"
"3.0312765E7","Graduate school","Graduated from college/university"
"3.0325908E7","Graduated from college/university","Graduated from college/university"
"3.0393638E7","Graduate school","Graduate school"
"3.0190045E7","Graduated from college/university","Graduated from college/university"
"3.0091687E7","Graduated from college/university","Some college/university"
"3.0473016E7","Some high/secondary school","Some high/secondary school"
"3.0365987E7","Graduated trade school","Graduate school"
"3.0102594E7","Graduated from college/university","Graduated from college/university"
"3.0195323E7","Some college/university","Graduate school"
"3.0300285E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.011133E7","Graduate school","Graduated from college/university"
"3.0170519E7","Graduate school","Graduated from college/university"
"3.0362191E7","Graduated from college/university",""
"3.0491073E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0365935E7","Graduated trade school","Graduated from high/secondary school (or equivalent)"
"3.0149875E7","Graduated from college/university","Graduated from college/university"
"3.0307773E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0075749E7","Graduated from college/university","Graduated from college/university"
"2.9961908E7","Graduated from college/university","Graduate school"
"3.0259816E7","Graduated from college/university","Graduated from college/university"
"3.0295904E7","Graduated from college/university","Graduated from college/university"
"3.0089529E7","Graduated from college/university","Graduate school"
"3.0252952E7","Graduated from college/university","Graduated from college/university"
"3.0195388E7","Graduate school","Graduated from college/university"
"3.035248E7","Graduated from college/university","Graduated from college/university"
"3.0370875E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.0402036E7","Graduated from college/university","Graduated from college/university"
"3.0355769E7","Graduated from college/university","Some high/secondary school"
"3.0293122E7","Graduated from college/university","Graduated from college/university"
"3.0248883E7","Graduate school","Graduated from college/university"
"3.0369523E7","Graduate school","Graduate school"
"3.035118E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"2.9963975E7","Some college/university","Some college/university"
"3.039759E7","Graduated from college/university","Some college/university"
"3.0413216E7","Graduated from college/university","Graduated from college/university"
"3.021754E7","Graduate school","Graduate school"
"3.0123966E7","Some college/university","Graduated from college/university"
"3.043685E7","Some college/university","Graduated from high/secondary school (or equivalent)"
"3.0166385E7","Graduated from college/university","Graduated from college/university"
"2.9931189E7","Graduated from college/university","Graduated from college/university"
"3.0460471E7","Graduated from college/university","Graduated from college/university"
"3.0374086E7","Graduated trade school",""
"3.0449707E7","Graduate school","Graduate school"
"3.0401217E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0362269E7","Some high/secondary school",""
"3.0294396E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0183116E7","Some trade school","Graduated from high/secondary school (or equivalent)"
"2.9966289E7","Some trade school","Graduated from high/secondary school (or equivalent)"
"3.008689E7","Graduated from college/university","Graduated from college/university"
"3.0140697E7","Graduated from college/university","Graduated from college/university"
"3.0164955E7","Graduated from college/university","Graduate school"
"3.0198768E7","Graduated from college/university","Graduate school"
"3.0251951E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0304744E7","Graduate school","Graduate school"
"3.0263131E7","Graduate school","Graduate school"
"3.0203942E7","Graduate school","Graduated trade school"
"3.0318407E7","Graduate school","Graduated from college/university"
"3.0283632E7","Graduated from college/university","Graduated from college/university"
"3.0112929E7","Graduated from college/university","Graduated from college/university"
"3.0284997E7","Some high/secondary school","Graduated from high/secondary school (or equivalent)"
"3.0310269E7","Some trade school","Some trade school"
"3.0248558E7","Graduate school","Graduate school"
"3.0253082E7","Some trade school",""
"3.0224014E7","Graduated from college/university","Some trade school"
"3.0108327E7","Graduated from college/university","Graduated from college/university"
"3.0248519E7","Graduated from college/university","Some college/university"
"3.0391454E7","Graduate school","Graduate school"
"3.0155998E7","Graduated from college/university","Graduated from college/university"
"3.0250209E7","Graduate school","Graduate school"
"3.037224E7","Graduated from college/university","Graduated from college/university"
"3.0233569E7","Graduated from college/university","Graduated from college/university"
"3.036392E7","Graduated from college/university","Graduated from college/university"
"3.0253823E7","Graduated from college/university","Graduated from college/university"
"3.0248103E7","Graduated from college/university","Graduated from college/university"
"3.0122302E7","Graduate school","Graduated from college/university"
"3.0244216E7","Graduated from college/university","Graduated from college/university"
"3.0148692E7","Graduated from college/university","Graduate school"
"3.0161133E7","",""
"3.0171936E7","Graduated from college/university","Graduated from college/university"
"3.0157129E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0202122E7","Graduated from college/university","Graduated from college/university"
"3.0247947E7","Graduate school","Graduated from college/university"
"3.0234739E7","Graduated from college/university","Graduated from college/university"
"2.8702E7","Graduate school","Graduate school"
"3.024978E7","Graduated from college/university","Graduated from college/university"
"3.0230943E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0281175E7","Graduated from college/university","Graduated from college/university"
"3.037744E7","Some college/university","Graduated from college/university"
"3.0223468E7","Graduated from college/university","Graduated from college/university"
"3.0115022E7","Graduated from college/university","Graduated from college/university"
"3.0076776E7","Graduated from college/university","Graduated from college/university"
"3.0258711E7","Graduate school","Graduate school"
"3.0159144E7","Graduated from college/university","Graduated from college/university"
"3.0296437E7","Graduate school","Graduated from college/university"
"3.0438722E7","Graduate school",""
"3.0315365E7","Graduated from college/university","Graduated from college/university"
"3.0229448E7","Graduated from college/university","Graduated from college/university"
"3.0119546E7","Graduated from college/university","Graduate school"
"3.033103E7","Graduate school","Graduate school"
"3.0198222E7","Graduated from college/university","Graduate school"
"3.0125266E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0217995E7","Graduate school","Graduate school"
"3.0388555E7","Graduate school","Graduate school"
"3.0204176E7","Graduate school","Graduate school"
"3.0253238E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.0081144E7","Graduate school","Graduated from college/university"
"3.0339454E7","Graduated from college/university","Graduated from college/university"
"3.009378E7","Graduated from college/university","Graduated from college/university"
"3.0396979E7","Some college/university","Some trade school"
"3.0499952E7","Graduate school","Graduate school"
"3.0409537E7","Graduated from college/university","Some college/university"
"3.0347722E7","Graduated from college/university","Graduate school"
"3.0339285E7","Graduate school","Graduated from college/university"
"3.0139345E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"2.9974375E7","Graduate school",""
"3.0104765E7","Graduated from college/university","Graduated from college/university"
"3.0249221E7","Graduated from college/university","Some college/university"
"3.0364427E7","Graduated from college/university","Graduated from college/university"
"3.030178E7","Graduated from high/secondary school (or equivalent)","Some trade school"
"3.0102633E7","Some college/university","Graduated from college/university"
"3.0149199E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.022144E7","Graduated from college/university","Graduated from college/university"
"3.052707E7","Some college/university","Graduated from college/university"
"3.0380937E7","Graduate school","Graduate school"
"3.0364115E7","Graduated from college/university","Graduated from college/university"
"3.0289911E7","Graduated from college/university","Graduate school"
"3.0119494E7","Graduated from college/university","Graduated from college/university"
"3.0149134E7","Some college/university",""
"3.0274597E7","Graduated from college/university","Graduate school"
"3.0388867E7","Some college/university","Graduated from high/secondary school (or equivalent)"
"3.0182596E7","Graduate school","Graduated from college/university"
"3.0273999E7","Graduate school","Graduated from college/university"
"3.0090218E7","Graduated from college/university","Graduate school"
"3.0522338E7","Graduated from college/university","None"
"3.0290587E7","Graduate school","Graduate school"
"2.7708072E7","Graduated from college/university","Graduated from college/university"
"3.0169739E7","Some college/university","Graduated from college/university"
"3.0297984E7","Graduate school","Graduate school"
"3.0283762E7","Graduated from college/university","Graduated from college/university"
"3.0185105E7","Graduated from college/university","Graduated from college/university"
"3.0274194E7","None","Some college/university"
"3.0128009E7","Graduate school","Graduate school"
"3.0155517E7","Graduate school","Graduate school"
"3.0406872E7","Graduate school","Graduated from college/university"
"3.0203149E7","Graduate school","Graduated from college/university"
"3.0280759E7","Graduated from college/university","Graduated from college/university"
"3.0166827E7","Graduated from college/university","Graduated from college/university"
"3.0405065E7","Graduated from college/university","Graduated from college/university"
"3.0083679E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.0314754E7","Some college/university",""
"3.0120703E7","Graduated from college/university","Graduated from college/university"
"3.0181907E7","Some college/university","Graduated from college/university"
"3.0168166E7","Graduated trade school","Graduate school"
"3.0097017E7","Graduate school","Graduate school"
"3.0366884E7","Graduated from college/university","Graduated from college/university"
"3.0174887E7","Graduated from college/university","Graduated from college/university"
"3.048274E7","Graduated from college/university","Graduated from college/university"
"3.0208206E7","Graduated from college/university","Graduate school"
"3.03543E7","Graduated from college/university","Graduated from college/university"
"3.0391831E7","Graduated from college/university","Graduated trade school"
"3.0328456E7","Some college/university","Some college/university"
"3.0143999E7","Graduated from college/university","Graduate school"
"3.0335606E7","Graduated from college/university",""
"3.0324101E7","Graduated from college/university","Graduated from college/university"
"2.9965301E7","Some college/university","Graduated from high/secondary school (or equivalent)"
"3.029996E7","Graduate school","Graduated from college/university"
"3.0285478E7","Graduated from college/university","Graduated from college/university"
"3.0095652E7","Graduated trade school","Graduated from high/secondary school (or equivalent)"
"3.033649E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0101788E7","Graduated from college/university","Graduate school"
"2.9965535E7","Graduated from college/university","Graduate school"
"3.0159794E7","Graduate school","Graduate school"
"3.011744E7","Graduate school","Graduated trade school"
"2.9964092E7","Graduated from college/university","Graduated from college/university"
"3.0325921E7","Graduate school","Graduate school"
"3.0348112E7","Graduated from college/university","Graduated from college/university"
"3.0228369E7","Some college/university","Graduated from college/university"
"3.0229435E7","Graduate school","Graduated from college/university"
"3.0086253E7","Some college/university","Graduated from college/university"
"3.0164318E7","Graduated from college/university","Graduate school"
"3.0200549E7","Graduate school","Graduate school"
"3.0301598E7","Graduate school","Graduate school"
"3.0400567E7","Graduated from college/university","Some grade/primary school"
"3.0256501E7","Graduated from college/university","Graduated from college/university"
"2.9357746E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0351024E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0173184E7","Graduated from college/university","Graduated from college/university"
"2.9963286E7","Graduated from high/secondary school (or equivalent)",""
"2.9365351E7","Some college/university","Graduated from college/university"
"3.0403999E7","Graduated from college/university","Graduated from college/university"
"3.0332447E7","Graduated from college/university","Graduate school"
"3.0314962E7","Graduated from college/university",""
"3.0363764E7","Graduated from college/university","Graduated from college/university"
"3.0194374E7","Graduated from college/university","Some college/university"
"3.0195869E7","Graduated trade school","Graduated from high/secondary school (or equivalent)"
"3.0222571E7","Graduate school","Graduated from college/university"
"3.0356978E7","Some college/university","Graduate school"
"3.0115802E7","Graduated from college/university","Graduated from college/university"
"3.0145052E7","Graduated from college/university","Graduated from college/university"
"3.0380248E7","Graduate school","Graduate school"
"3.0253771E7","Graduated from college/university","Graduated from college/university"
"3.0091674E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.021598E7","Graduate school","Graduated from high/secondary school (or equivalent)"
"3.0276456E7","Graduate school","Graduated from college/university"
"3.0504983E7","Graduated from college/university","Graduated from college/university"
"3.0175589E7","Graduated from college/university","Graduated from college/university"
"3.0279056E7","Graduated from college/university","Graduated from college/university"
"3.0161809E7","Graduated trade school","Graduated trade school"
"3.0291484E7","Some college/university","Some trade school"
"3.0120404E7","Graduated from college/university","Graduated from college/university"
"3.007545E7","Graduated from college/university","Graduated from college/university"
"2.9364155E7","Graduated from college/university",""
"3.0341768E7","Graduate school","Graduate school"
"3.0105948E7","Some high/secondary school","Graduated from high/secondary school (or equivalent)"
"3.0432066E7","Graduated from college/university","Graduated from college/university"
"3.051524E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.0385877E7","Graduated from college/university","Graduated from college/university"
"3.0514746E7","Some high/secondary school","Some high/secondary school"
"3.0518074E7","Completed grade/primary school","Some grade/primary school"
"3.019076E7","Some college/university","Some college/university"
"3.0175056E7","Graduate school","Graduate school"
"3.049678E7","Some high/secondary school","Some high/secondary school"
"3.0076191E7","Graduate school","Graduated from college/university"
"3.0212028E7","Graduate school","Graduate school"
"3.0415595E7","Some college/university","Some trade school"
"3.0223559E7","Graduated from college/university","Graduate school"
"3.02464E7","Graduated from college/university","Graduated from college/university"
"3.0397239E7","Graduate school","Graduated from college/university"
"3.0431156E7","Graduated from high/secondary school (or equivalent)","Some high/secondary school"
"2.9962896E7","Graduated from college/university","Graduated from college/university"
"3.0110654E7","Graduate school","Graduate school"
"3.0199197E7","Graduated from college/university","Graduated from college/university"
"3.0353793E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0198794E7","Graduated from college/university","Graduate school"
"3.0142153E7","Graduated from college/university","Graduated from college/university"
"3.0236182E7","Graduated from college/university","Graduated from college/university"
"3.0365701E7","Graduated from college/university","Graduated from college/university"
"3.028527E7","Graduate school","Graduated from college/university"
"3.0336685E7","Graduated from college/university","Graduated from college/university"
"3.0094456E7","Graduate school","Graduated from college/university"
"3.0278263E7","Graduated from college/university","Graduate school"
"3.0356939E7","Some college/university","Graduated from high/secondary school (or equivalent)"
"3.013746E7","Graduate school","Graduated from college/university"
"3.0315976E7","Graduated from college/university","Graduated from college/university"
"3.0080533E7","Graduate school","Graduated from college/university"
"3.0173145E7","Graduated from college/university","Graduate school"
"3.0367937E7","Graduate school","Graduate school"
"3.0137993E7","Graduated from college/university","Graduated from college/university"
"2.9938729E7","Graduated from college/university","Graduated from college/university"
"3.0276651E7","Graduated from college/university","Graduated from college/university"
"3.0366546E7","Graduate school","Graduate school"
"3.0101619E7","Graduate school","Graduated from college/university"
"3.0143128E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0255578E7","Some college/university","Graduated from high/secondary school (or equivalent)"
"3.0263313E7","Graduated from college/university","Graduate school"
"3.0303067E7","Some high/secondary school","Some grade/primary school"
"3.018478E7","Graduate school","Graduated from college/university"
"3.0241005E7","Graduated from college/university","Graduated from college/university"
"3.0527967E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.048053E7","Some college/university","Graduated from college/university"
"3.0462187E7","None","None"
"3.042879E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0480114E7","Graduated from college/university","Graduated from college/university"
"3.0369029E7","Some high/secondary school","Some high/secondary school"
"3.0322944E7","Graduated from college/university","Graduated from college/university"
"3.0493296E7","Graduated from college/university","Graduated from college/university"
"3.0445157E7","Graduated from college/university","Graduated from college/university"
"3.037055E7","Graduated from college/university","Graduated from college/university"
"3.0469753E7","Graduated from college/university","Graduate school"
"3.052824E7","Some high/secondary school","Some high/secondary school"
"3.0277145E7","Graduate school","Graduated from college/university"
"2.9966484E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0273817E7","Graduated from college/university","Graduate school"
"3.0123186E7","Graduated from college/university","Graduated from college/university"
"3.0355912E7","Graduated from college/university","Graduated from college/university"
"3.0278809E7","Some trade school","Graduate school"
"3.043035E7","Graduated from college/university","Graduated from college/university"
"3.0236026E7","Graduated from college/university","Some high/secondary school"
"3.0168855E7","Graduate school","Graduate school"
"3.018673E7","Graduate school","Some trade school"
"3.040201E7","Graduate school","Graduated from college/university"
"3.0331472E7","Graduated from college/university","Graduated from college/university"
"3.0156284E7","Graduated from college/university","Graduated from college/university"
"3.0105636E7","Graduate school","Graduate school"
"3.0222259E7","Graduated from college/university","Graduated from college/university"
"3.0383082E7","Graduate school","Graduated from college/university"
"3.0500134E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0479841E7","Some college/university","Graduated from college/university"
"3.029398E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0463487E7","Graduate school","Graduated from college/university"
"3.0232451E7","Some high/secondary school","Some high/secondary school"
"3.0521701E7","Graduate school","Graduated from college/university"
"3.0442791E7","Graduated from high/secondary school (or equivalent)","Graduated from high/secondary school (or equivalent)"
"3.0493608E7","Graduated from college/university","Some grade/primary school"
"3.0474641E7","Graduated from college/university","Some trade school"
"3.0253719E7","Graduated from high/secondary school (or equivalent)","Graduated from college/university"
"3.043269E7","Graduated from college/university","Graduated from college/university"
"3.0452489E7","Graduated from college/university","Graduated from college/university"
"3.0170181E7","Graduate school","Graduate school"
"3.035677E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0205996E7","Graduated from college/university","Graduated from college/university"
"3.0264028E7","Graduate school","Graduated from college/university"
"3.0095067E7","Graduated from college/university","Graduate school"
"3.0279888E7","Graduate school","Graduated from college/university"
"3.024354E7","Graduated from high/secondary school (or equivalent)","Some college/university"
"3.0152826E7","Graduate school","Graduate school"
"3.0225444E7","Graduated from college/university","Graduate school"
"3.0302547E7","Graduated from college/university","Some college/university"
"3.0394678E7","Graduated from college/university","Graduate school"
"3.0351804E7","Graduate school","Some college/university"
"3.0460042E7","Graduated from college/university","Graduated from college/university"
"2.9961856E7","Some college/university","Graduated from college/university"
"3.0185547E7","Some high/secondary school",""
"3.031517E7","Graduated from college/university",""
"3.0081638E7","Graduated from college/university","Graduated from college/university"
"3.0405741E7","Graduated from college/university","Some trade school"
"3.007948E7","Graduated from college/university","Graduate school"
"3.0287337E7","Graduate school","Graduate school"
"3.0210377E7","Some college/university",""
"3.0205424E7","Graduated from college/university","Graduated from college/university"
"3.0389894E7","Graduated from college/university","Graduated from high/secondary school (or equivalent)"
"3.0301741E7","Graduated trade school","Some college/university"
"3.0505594E7","Graduated from college/university","Some college/university"
"3.0319551E7","Graduated from college/university","Graduated from college/university"
"3.0317094E7","Graduate school","Graduate school"
"2.9962987E7","Graduated from college/university","Graduate school"
"3.0259231E7","Graduate school","Some college/university"
"3.034949E7","Graduate school","Graduate school"
"3.023678E7","Graduated from college/university","Graduate school"
"3.0155972E7","Graduated from college/university","Graduated from college/university"
"3.0222103E7","Graduated from college/university","Graduated from college/university"
"3.0241889E7","Graduate school","Graduated from high/secondary school (or equivalent)"
"3.0168751E7","Graduate school","Graduated from college/university"
"3.0106754E7","Some college/university","Graduated from college/university"
"3.030191E7","Graduated from college/university","Graduated from college/university"
"3.0262273E7","Graduate school","Graduated from college/university"
"3.0310347E7","Graduated from college/university","Graduated from college/university"
"3.0194439E7","Some college/university","Graduate school"
"3.0194621E7","Graduate school","Graduated from college/university"
"3.0291055E7","Graduated from college/university","Graduated from college/university"
"3.0145416E7","Graduate school","Graduated from college/university"
"2.9963247E7","Graduated from college/university","Graduated from college/university"
"3.0385396E7","Graduate school","Some college/university"
"3.0120573E7","Graduate school","Graduated from college/university"
"3.0075775E7","Graduated from college/university","Some college/university"
"3.0219763E7","Graduate school",""
"3.0441842E7","Graduated from college/university","Graduated from college/university"
"3.0347904E7","Graduate school","Graduated from college/university"
"3.0322905E7","Some trade school","Some college/university"
"3.0277184E7","Graduate school","Graduated from college/university"
